magnitude,tsunami,significance,num_stations,min_distance,rms,gap,depth,severe
2.22,0,76,13.0,0.1032,0.25,180.0,13.01,0
4.3,0,284,22.0,4.427,0.35,104.0,561.074,0
3.18,0,156,49.0,0.1121,0.16,39.0,2.76,0
1.6,0,39,12.0,0.066,0.1486,93.29,0.7,0
5.2,0,417,76.0,2.344,0.57,87.0,10.0,0
4.7,0,340,38.0,6.167,0.87,129.0,136.901,0
7.0,1,796,154.0,3.044,0.83,20.0,70.0,1
4.0,0,246,21.0,2.54,1.05,68.0,495.388,0
3.3,0,168,40.0,2.645,0.64,196.0,10.0,0
3.0,0,138,23.0,0.037,0.98,83.0,7.443,0
3.1,0,148,12.0,0.43,0.26,295.0,10.0,0
2.23,0,77,84.0,0.004411,0.06,21.0,2.68,0
5.2,0,421,145.0,0.948,0.82,54.0,35.0,1
4.7,0,340,178.0,0.677,0.66,86.0,62.994,0
4.2,0,271,66.0,1.868,0.56,162.0,28.984,0
6.2,0,592,64.0,11.532,0.85,43.0,10.0,0
1.2,0,22,19.0,0.018,0.1436,79.85,5.4,0
3.9,0,234,41.0,0.453,0.43,128.0,215.901,0
2.51,0,97,5.0,0.24,0.05,319.0,12.07,0
2.57,0,102,11.0,0.1893,0.15,170.0,37.31,0
3.0,0,138,20.0,1.21,0.43,221.0,10.0,0
6.0,0,555,92.0,0.613,0.7,25.0,10.0,0
4.5,0,312,13.0,34.789,0.17,101.0,10.0,0
6.3,0,620,184.0,3.972,0.49,11.0,213.0,1
3.3,0,168,13.0,0.83,0.46,243.0,10.0,0
4.6,0,326,59.0,3.315,0.55,88.0,10.0,0
2.4,0,89,7.0,0.841,0.67,127.0,0.0,0
4.4,0,298,49.0,18.253,0.74,78.0,10.0,0
2.0,0,62,14.0,0.0,0.1,75.0,7.2627,0
5.3,0,432,166.0,1.825,0.52,49.0,22.227,1
5.0,0,385,120.0,13.347,0.53,61.0,10.0,1
3.8,0,423,80.0,0.03771,0.19,58.0,11.2,0
5.7,0,500,100.0,1.836,0.92,79.0,46.557,1
4.0,0,246,28.0,0.762,0.71,136.0,168.877,0
3.3,0,168,58.0,0.902,0.74,212.0,35.0,0
5.2,0,416,34.0,1.732,0.65,116.0,10.515,0
4.1,0,259,20.0,3.258,0.33,124.0,55.513,0
5.0,0,385,63.0,1.969,1.04,70.0,10.0,0
6.8,1,720,152.0,2.587,0.66,26.0,38.0,1
6.0,0,554,167.0,9.017,0.68,40.0,10.0,1
6.8,0,2710,380.0,0.988,0.67,22.0,19.0,1
7.6,1,1799,271.0,1.153,0.76,69.0,26.943,1
4.3,0,284,21.0,1.894,0.78,64.0,31.805,0
5.0,0,385,117.0,2.327,0.67,94.0,12.689,1
6.1,0,572,215.0,13.319,0.72,30.0,10.0,1
3.8,0,222,45.0,0.2,0.86,138.0,71.691,0
5.2,0,416,69.0,2.755,1.09,51.0,189.669,0
6.2,0,596,118.0,2.498,0.64,23.0,17.0,1
1.39,0,30,42.0,0.01205,0.06,30.0,0.27,0
3.9,0,234,74.0,0.884,1.08,141.0,10.0,0
5.25,0,504,20.0,0.4432,0.46,224.0,10.0,0
5.0,0,385,136.0,2.005,0.61,34.0,63.906,1
6.0,0,554,257.0,3.192,0.36,27.0,10.0,1
3.52,0,204,65.0,0.1243,0.19,34.0,5.21,0
3.8,0,223,52.0,0.397,0.56,155.0,51.541,0
6.1,0,572,120.0,0.919,1.07,34.0,354.0,0
5.0,0,385,58.0,2.61,0.65,53.0,10.0,0
4.2,0,271,28.0,3.903,0.41,93.0,105.25,0
3.2,0,158,52.0,0.402,0.4,38.0,71.33,0
4.0,0,246,14.0,3.243,0.88,162.0,121.675,0
6.2,0,613,113.0,0.728,1.09,30.0,112.0,1
2.5,0,96,13.0,0.0,0.1,57.0,6.7486,0
5.0,0,385,139.0,1.836,0.98,81.0,45.738,1
3.1,0,154,27.0,0.712,0.29,74.0,3.16,0
5.0,0,385,87.0,5.698,0.8,49.0,125.59,0
4.3,0,285,77.0,0.771,1.43,162.0,35.0,0
6.2,0,609,184.0,3.253,0.79,70.0,93.0,1
3.6,0,199,35.0,0.993,0.78,176.0,10.0,0
4.2,0,271,19.0,2.125,0.57,164.0,228.921,0
4.0,0,247,17.0,0.294,0.63,132.0,86.524,0
6.0,0,653,65.0,1.111,0.88,63.0,10.0,1
6.1,0,576,101.0,5.93,0.57,25.0,125.0,0
5.1,0,400,308.0,7.28,0.46,14.0,10.0,1
5.6,0,482,88.0,5.35,0.63,43.0,109.596,0
2.04,0,64,4.0,0.09742,0.04,277.0,9.7,0
3.2,0,158,14.0,0.8371,0.28,246.0,20.5,0
6.2,0,596,287.0,6.621,0.49,25.0,10.0,1
3.42,0,187,54.0,0.1232,0.14,43.0,4.46,0
3.07,0,328,49.0,0.5258,0.25,51.0,16.71,0
4.5,0,312,32.0,2.875,0.51,96.0,105.809,0
7.7,1,928,278.0,3.096,0.89,15.0,18.053,1
3.32,0,171,35.0,0.1111,0.17,80.0,2.57,0
2.1,0,68,26.0,0.0,0.1,53.0,7.8411,0
5.1,0,400,62.0,4.799,0.69,83.0,20.3,0
2.0,0,62,28.0,0.0,0.3,82.0,7.1599,0
2.1,0,68,16.0,0.0,0.2,47.0,7.674,0
5.0,0,385,81.0,1.978,0.62,81.0,58.011,0
4.6,0,327,73.0,0.961,0.93,30.0,10.0,0
6.9,1,789,151.0,2.148,0.93,25.0,20.0,1
1.1,0,19,18.0,0.00718,0.04,47.0,0.13,0
6.4,1,1780,38.0,0.0818,0.18,214.0,17.91,0
3.6,0,199,28.0,0.159,0.29,126.0,223.235,0
7.0,1,755,142.0,4.578,0.66,26.0,660.0,1
3.6,0,200,21.0,0.888,0.47,139.0,10.0,0
6.4,0,649,257.0,1.801,0.88,23.0,113.0,1
4.7,0,341,105.0,0.727,0.59,57.0,39.509,0
3.8,0,228,29.0,1.455,0.54,38.0,10.0,0
4.6,0,326,81.0,1.16,0.72,135.0,22.866,0
6.5,1,653,70.0,5.522,1.23,45.0,17.0,1
4.3,0,284,20.0,2.626,0.63,161.0,10.0,0
5.5,0,466,78.0,1.617,0.99,54.0,46.342,0
5.1,0,400,52.0,0.56,0.78,36.0,10.0,0
2.59,0,103,41.0,0.1302,0.29,60.0,1.07,0
5.6,0,482,58.0,27.705,0.65,43.0,10.0,0
3.8,0,222,34.0,0.516,0.24,177.0,77.29,0
5.4,0,449,131.0,2.239,0.59,67.0,16.406,1
5.7,0,591,26.0,0.5198,0.21,222.0,7.0,0
4.7,0,340,43.0,3.745,0.63,85.0,154.522,0
5.0,0,385,151.0,1.964,0.6,59.0,57.067,1
4.0,0,246,41.0,0.888,0.75,72.0,261.057,0
6.5,1,654,248.0,3.482,0.5,15.0,10.0,1
4.9,0,369,83.0,1.799,0.73,120.0,10.0,0
7.0,1,755,142.0,4.578,0.66,26.0,660.0,1
4.6,0,326,12.0,13.061,0.55,103.0,10.0,0
5.3,0,432,179.0,7.722,0.71,32.0,10.0,1
3.45,0,183,13.0,0.7455,0.41,239.0,24.0,0
5.2,0,416,90.0,1.71,0.71,88.0,45.377,0
5.5,0,465,466.0,2.773,0.63,51.0,191.769,0
5.1,0,401,132.0,1.732,0.67,81.0,59.285,1
5.3,0,432,104.0,2.095,0.48,68.0,55.451,1
3.05,0,143,26.0,0.04869,0.14,176.0,10.76,0
3.2,0,158,18.0,0.549,0.38,226.0,49.332,0
1.08,0,18,20.0,0.01116,0.02,46.0,2.56,0
5.1,0,403,130.0,1.819,0.63,65.0,42.549,1
2.3,0,81,19.0,0.0,0.3,74.0,9.6536,0
1.5,0,35,16.0,0.0,0.1,66.0,6.71,0
2.06,0,65,75.0,0.05699,0.16,38.0,4.13,0
6.3,0,611,107.0,4.424,0.5,20.0,603.79,1
3.0,0,138,16.0,0.312,0.18,242.0,73.951,0
3.58,0,197,11.0,0.5291,0.56,297.0,5.0,0
6.0,0,556,126.0,1.345,0.63,52.0,12.0,1
3.93,0,238,12.0,1.5115,0.56,311.0,45.0,0
4.9,0,369,44.0,3.39,0.71,123.0,10.0,0
1.8,0,50,28.0,0.0,0.1,42.0,7.6355,0
6.1,1,573,221.0,3.891,0.56,23.0,4.0,1
6.5,0,1350,164.0,2.512,0.94,12.0,192.0,1
3.0,0,138,17.0,0.989,0.23,198.0,35.0,0
1.6,0,39,14.0,0.2,0.2,73.0,3.6893,0
1.1,0,19,14.0,0.009,0.1889,76.82,5.5,0
5.0,0,385,46.0,3.555,0.66,151.0,10.0,0
4.3,0,284,42.0,1.087,0.52,164.0,48.231,0
1.41,0,31,15.0,0.1129,0.06,133.0,1.51,0
4.1,0,259,71.0,1.137,0.48,167.0,10.0,0
2.3,0,81,15.0,0.0,0.2,66.0,8.2396,0
1.1,0,19,15.0,0.008,0.1993,76.34,5.3,0
5.1,0,400,62.0,7.275,1.2,49.0,10.0,0
3.5,0,188,25.0,0.267,0.35,195.0,55.041,0
6.1,0,572,54.0,2.298,0.35,60.0,22.0,0
6.3,0,1014,279.0,5.872,0.58,43.0,14.0,1
6.3,0,2037,423.0,4.645,0.7,21.0,8.0,1
6.3,0,613,114.0,7.278,0.65,28.0,79.0,1
6.0,0,554,93.0,9.501,0.96,27.0,10.0,0
3.3,0,168,22.0,0.0,0.1,50.0,7.1599,0
3.1,0,148,30.0,1.943,0.62,214.0,10.0,0
6.3,0,611,138.0,3.934,0.86,52.0,14.778,1
5.5,0,465,120.0,1.837,0.79,67.0,66.391,1
5.5,0,465,49.0,6.23,0.8,63.0,10.0,0
5.3,0,432,90.0,3.551,0.87,20.0,73.469,0
2.45,0,92,13.0,0.1873,0.21,154.0,33.34,0
5.1,0,401,97.0,1.605,0.93,64.0,41.829,0
3.0,0,138,17.0,0.451,0.25,229.0,56.548,0
2.5,0,96,16.0,0.631,0.66,219.0,35.0,0
1.38,0,29,71.0,0.008652,0.2,18.0,5.38,0
7.6,0,957,113.0,1.574,0.8,21.0,104.95,1
1.18,0,21,65.0,0.09902,0.2,34.0,7.01,0
1.62,0,40,71.0,0.08694,0.17,27.0,10.1,0
4.0,0,246,34.0,1.047,0.8,98.0,35.08,0
3.8,0,222,19.0,3.775,0.81,110.0,145.487,0
5.2,0,416,34.0,2.282,0.67,54.0,10.0,0
6.9,0,753,272.0,4.032,0.6,18.0,52.0,1
3.0,0,138,13.0,0.082,0.13,187.0,76.844,0
3.43,0,561,114.0,0.02614,0.26,80.0,13.03,0
4.4,0,298,27.0,2.066,0.48,139.0,60.612,0
5.1,0,400,52.0,1.118,1.03,37.0,61.048,0
6.5,0,651,82.0,2.887,0.82,33.0,10.0,1
4.2,0,271,22.0,5.16,0.38,144.0,10.0,0
5.1,0,400,67.0,2.318,0.49,132.0,18.531,0
6.2,0,622,115.0,0.738,0.72,42.0,45.258,1
2.8,0,121,16.0,0.425,0.26,238.0,35.0,0
4.4,0,298,32.0,3.821,0.8,148.0,123.396,0
6.0,0,567,146.0,1.6,0.69,32.0,55.0,1
6.3,0,614,345.0,3.134,0.59,11.0,405.0,1
3.0,0,138,13.0,1.155,1.12,135.0,0.0,0
3.54,0,193,10.0,0.9559,0.59,240.0,81.0,0
4.2,0,271,50.0,6.384,1.06,84.0,10.0,0
1.8,0,50,24.0,0.0,0.2,55.0,6.093,0
5.7,0,500,178.0,2.277,0.47,79.0,19.697,1
1.7,0,44,16.0,0.0,0.1,71.0,5.4632,0
2.6,0,104,16.0,0.498,0.41,222.0,35.0,0
6.4,0,631,247.0,6.594,0.63,39.0,10.0,1
3.5,0,188,21.0,1.064,0.29,75.0,0.0,0
6.3,1,612,355.0,0.174,0.66,10.0,105.0,1
4.3,0,284,40.0,1.295,0.55,65.0,48.033,0
2.23,0,77,6.0,0.08542,0.09,239.0,12.84,0
4.0,0,246,27.0,0.368,0.44,159.0,35.0,0
5.2,0,416,96.0,15.826,0.66,44.0,33.827,0
6.2,1,591,120.0,2.408,0.94,24.0,16.0,1
3.4,0,178,36.0,2.758,0.49,283.0,10.0,0
4.3,0,284,25.0,1.508,0.28,71.0,198.296,0
6.9,1,890,215.0,0.401,0.58,34.0,10.0,1
3.3,0,168,5.0,0.7986,0.08,305.0,16.71,0
5.3,0,432,117.0,5.573,0.83,47.0,539.164,0
6.2,0,693,127.0,1.235,0.64,32.0,10.0,1
1.7,0,44,26.0,0.0,0.1,65.0,7.4812,0
4.3,0,285,27.0,0.105,0.75,66.0,100.609,0
2.03,0,63,100.0,0.009959,0.18,21.0,13.44,0
6.0,0,554,132.0,1.02,0.72,23.0,102.0,0
5.2,0,417,87.0,1.845,0.66,49.0,56.601,0
3.3,0,168,18.0,0.733,0.49,245.0,34.429,0
3.3,0,168,31.0,0.463,0.63,173.0,183.426,0
2.41,0,105,107.0,0.01797,0.2,21.0,16.5,0
6.3,0,611,225.0,1.916,0.71,15.0,46.378,1
6.9,0,735,99.0,2.229,0.52,34.0,25.0,1
2.52,0,98,111.0,0.06462,0.19,16.0,15.68,0
6.2,0,602,289.0,2.439,0.59,23.0,158.0,1
3.3,0,168,16.0,0.964,0.31,257.0,35.0,0
5.7,0,500,57.0,9.017,0.88,138.0,10.0,0
5.0,0,385,142.0,1.73,0.66,45.0,78.239,0
1.5,0,35,16.0,0.0,0.1,59.0,1.9669,0
4.0,0,246,11.0,1.209,0.65,93.0,10.0,0
5.8,0,520,123.0,2.934,0.52,49.0,11.0,1
6.0,0,555,88.0,2.061,0.79,76.0,13.0,0
6.6,1,672,68.0,5.293,0.61,34.0,30.0,1
6.1,0,575,177.0,3.022,0.56,32.0,39.742,1
2.9,0,129,45.0,0.0,0.1,40.0,7.6355,0
4.2,0,271,26.0,1.492,0.38,71.0,196.246,0
2.19,0,74,29.0,0.1333,0.24,65.0,3.17,0
6.1,0,573,90.0,2.667,0.51,47.0,10.0,0
7.0,1,762,192.0,2.977,0.65,45.0,137.0,1
5.1,0,400,152.0,2.354,0.61,70.0,10.0,1
6.3,1,612,190.0,1.412,0.81,15.0,33.0,1
1.63,0,41,85.0,0.0518,0.17,21.0,12.77,0
1.8,0,50,27.0,0.0,0.2,65.0,6.0159,0
5.2,0,416,84.0,1.759,0.86,57.0,65.313,0
4.3,0,284,49.0,4.954,0.7,180.0,35.0,0
6.1,0,579,258.0,6.023,0.88,13.0,51.0,1
4.2,0,271,30.0,6.196,0.59,124.0,132.41,0
3.0,0,138,23.0,0.732,0.59,218.0,35.0,0
5.0,0,385,70.0,4.14,0.8,66.0,10.0,0
5.4,0,449,189.0,1.828,0.73,28.0,48.935,1
6.0,0,590,452.0,10.528,0.65,23.0,10.0,1
4.5,0,312,48.0,13.162,0.97,110.0,10.0,0
6.3,0,613,141.0,2.607,0.89,27.0,92.0,1
4.0,0,246,56.0,0.571,0.73,157.0,38.114,0
6.6,0,901,134.0,1.61,0.63,18.0,186.0,1
4.1,0,259,28.0,0.892,0.6,218.0,38.777,0
4.2,0,271,18.0,2.523,0.73,162.0,54.212,0
4.7,0,340,22.0,23.694,0.57,169.0,10.0,0
5.6,0,482,204.0,2.901,0.62,48.0,48.536,1
1.23,0,23,79.0,0.0863830487,0.33,43.0,6.87,0
4.4,0,298,48.0,4.573,0.58,199.0,35.0,0
5.1,0,400,100.0,4.44,0.51,46.0,10.0,1
5.1,0,400,120.0,1.85,0.99,79.0,58.768,1
2.32,0,83,10.0,0.09963,0.26,155.0,5.17,0
4.4,0,298,33.0,0.933,0.86,80.0,10.0,0
3.23,0,161,9.0,0.9004,0.1,297.0,28.86,0
7.0,0,827,203.0,1.885,0.71,31.0,597.0,1
6.6,0,671,127.0,5.212,0.9,46.0,563.0,1
6.0,0,556,123.0,1.774,0.81,35.0,253.0,0
6.0,0,692,115.0,0.157,1.07,25.0,10.0,1
5.6,0,482,55.0,4.305,0.97,36.0,35.0,0
5.7,0,500,83.0,4.617,0.7,37.0,48.106,0
5.7,0,500,131.0,13.052,0.61,57.0,10.0,1
5.5,0,466,114.0,1.165,1.32,65.0,30.176,1
6.8,1,741,139.0,0.994,1.19,26.0,36.0,1
6.2,0,1005,94.0,2.268,1.48,70.0,34.0,1
5.6,0,483,82.0,2.036,1.33,55.0,16.31,0
5.8,0,544,158.0,0.31,1.11,117.0,94.454,0
5.7,0,650,92.0,5.246,0.71,57.0,10.0,1
5.6,0,485,110.0,1.949,0.71,58.0,377.52,0
7.1,0,2781,116.0,10.085,0.8,26.0,10.0,1
6.2,0,720,119.0,0.695,0.81,79.0,49.452,1
5.7,0,669,111.0,3.342,0.95,36.0,8.0,1
5.5,0,481,130.0,3.255,0.5,59.0,10.0,1
5.5,0,465,135.0,7.395,0.71,38.0,99.0,0
6.1,0,606,103.0,0.135,1.14,58.0,99.0,1
5.5,0,465,38.0,8.204,0.83,133.0,10.0,0
6.1,0,572,165.0,5.948,0.63,28.0,83.014,0
5.6,0,483,48.0,2.456,1.31,81.0,10.0,0
5.5,0,466,44.0,0.642,1.11,72.0,10.0,0
5.5,0,468,65.0,0.711,1.06,142.0,10.0,0
5.5,0,473,115.0,4.337,1.02,48.0,34.0,1
5.5,0,465,100.0,4.716,0.67,78.0,542.804,0
5.6,0,482,72.0,18.999,0.58,86.0,10.0,0
5.5,0,473,108.0,2.595,1.23,33.0,56.092,1
6.8,1,712,117.0,5.785,0.88,38.0,146.0,1
5.9,0,536,112.0,11.314,0.68,98.0,10.0,1
5.8,0,518,106.0,3.103,0.84,92.0,10.0,1
5.6,0,482,99.0,3.949,0.91,31.0,458.796,0
5.9,0,536,139.0,2.731,0.67,22.0,138.0,0
5.9,0,602,55.0,0.112,0.81,50.0,22.241,1
